AC_NUM, ACID, TRACK_CNT, ST_TIME, END_TIME, ORIG_ST_TIME, END_ST_TIME, MAX_X, MIN_X, MAX_Y, MIN_Y, MAX_Z, MIN_Z, AC_EQUIP, AC_TYPE, DEST_FIX, FLIGHT_TYPE, ORIGIN_FIX, GAP_VALUE, MAX_X_SMO, MIN_X_SMO, MAX_Y_SMO, MIN_Y_SMO, MAX_Z_SMO, MIN_Z_SMO, TOD_TIME, TOC_TIME, TOC_ALT, END_CENTER, START_CENTER, END_CENTER_TIME, START_CENTER_TIME, LOW_Z, HIGH_Z, LOW_TIME, HIGH_TIME, BETWEEN_TIME, AVG_CLIMB, LOW_GROUND_SPEED_SMO, HIGH_GROUND_SPEED_SMO
3613, LBN6911_84N, 491, 69210, 74110, 69203, 74119, 303.267, 122.575, 551, 401.316, 20200, 2433, I, BE20, CKB, DEP, ORF, 0, 302.967, 122.825, 550.588, 401.349, 20161, 2741, -1, 70020, 20000, n/a, ZDC, 73280, 69370, 2433, 16000, 69210.0, 69680.0, 470.0, 0.00851063829787234, 111.0, 115.0
3615, LBN7319_49C, 267, 52210, 54870, 52210, 54874, 303.8, 282, 559.575, 417.048, 12100, 300, G, BE20, PHF, INR, APG, 0, 303.442, 282.074, 559.309, 417.289, 12100, 302, 53400, 52800, 12000, n/a, n/a, 0, 0, 3100, 8900, 52210.0, 52400.0, 190.0, 0.06842105263157895, 154.0, 167.0
3616, LBN7319_944, 439, 67580, 71960, 67572, 71966, 317.5, 125.723, 561.65, 354, 15100, 1000, G, BE20, APG, ARR, GSO, 0, 317.44, 126.197, 561.428, 354.317, 15032, 1003, -1, 68180, 15100, n/a, ZDC, 70070, 67840, 4323, 10991, 67580.0, 67810.0, 230.0, 0.1, 185.0, 208.0
3619, LHD68_06W, 228, 74500, 76770, 74493, 76773, 248.592, 121.443, 642.832, 512.869, 17100, 300, L, C56X, IAD, UNK, PJC, 0, 248.539, 121.668, 642.414, 513.085, 17100, 300, 75560, 74770, 17000, n/a, ZOB, 75510, 75070, 3723, 17000, 74500.0, 74750.0, 250.0, 0.528, 202.0, 334.0
3620, LHD68_93A, 340, 79280, 82670, 79276, 82674, 245.5, 170.2, 518.567, 145.534, 39900, 7100, L, C56X, SUA, DEP, IAD, 0, 245.111, 170.352, 517.91, 146.488, 39900, 7402, -1, 80480, 38000, n/a, ZDC, 81910, 79530, 7100, 21000, 79280.0, 79620.0, 340.0, 0.14705882352941177, 267.0, 317.0
3622, LPT503_33A, 445, 78680, 83120, 78679, 83123, 349.552, 197.092, 580.776, 160.546, 40000, 966, L, C560, VRB, OVR, PHL, 0, 349.106, 197.39, 580.401, 161.639, 40000, 1610, -1, 80180, 40000, n/a, ZDC, 82380, 78720, 966, 15900, 78680.0, 78920.0, 240.0, 0.5458333333333333, 167.0, 298.0
3623, LRN0031_23N, 150, 78320, 79810, 78317, 79811, 122.654, 99.917, 426.862, 346.258, 10000, 5669, I, DH8A, CLT, DEP, ROA, 0, 122.505, 100.104, 426.452, 346.793, 10000, 5856, 79290, 78540, 10000, n/a, n/a, 0, 0, 5669, 10000, 78320.0, 78520.0, 200.0, 0.045, 167.0, 176.0
3624, LRN0037_053, 271, 56710, 59410, 56704, 59418, 126.885, 75.899, 433.418, 309.333, 10000, 1200, I, DH8A, ROA, ARR, CLT, 0, 126.688, 76.275, 433.271, 309.451, 10000, 1242, 59010, 57070, 9000, n/a, n/a, 0, 0, 3100, 8900, 56710.0, 57060.0, 350.0, 0.2057142857142857, 159.0, 231.0
3626, LRN1001_361, 236, 10760, 13110, 10757, 13111, 264.142, 78.549, 310.675, 292.108, 16100, 900, I, DH8C, EWN, ARR, CLT, 0, 263.569, 79.065, 310.603, 292.187, 16078, 902, 12750, 11550, 16033, n/a, ZTL, 12620, 11190, 3450, 16050, 10760.0, 11530.0, 770.0, 0.11298701298701298, 195.0, 282.0
3628, LRN1003_69T, 383, 72540, 76360, 72539, 76362, 361.767, 200.216, 580.95, 447.415, 17000, 216, I, DH8A, PHL, DEP, CHO, 0, 361.597, 200.379, 580.691, 447.767, 17000, 322, 74650, 73170, 15000, n/a, ZDC, 73840, 72580, 2033, 15000, 72540.0, 73150.0, 610.0, 0.18524590163934426, 125.0, 238.0
3629, LRN1011_024, 262, 34090, 36700, 34088, 36706, 260.648, 125.75, 291.248, 252.4, 16000, 2150, I, DH8C, CLT, DEP, EWN, 0, 260.322, 126.173, 291.047, 252.594, 16000, 2353, 36310, 34780, 16000, n/a, ZDC, 35510, 34310, 2150, 16000, 34090.0, 34760.0, 670.0, 0.03582089552238806, 174.0, 150.0
3630, LRN1013_727, 322, 69620, 72830, 69614, 72837, 204.192, 98.034, 483.65, 342.951, 16000, 5000, I, DH8A, CLT, DEP, CHO, 0, 204.077, 98.318, 483.297, 343.235, 16000, 5097, 72200, 70230, 16000, n/a, ZDC, 71640, 69630, 5000, 16000, 69620.0, 70220.0, 600.0, 0.05, 165.0, 135.0
3631, LRN1014_880, 437, 40530, 44890, 40521, 44891, 359.3, 124.2, 581.275, 428.2, 17000, 108, I, DH8A, PHL, DEP, ROA, 0, 359.172, 124.361, 581.025, 428.266, 17000, 188, -1, 41440, 17000, n/a, ZDC, 43490, 40540, 3307, 17000, 40530.0, 41420.0, 890.0, 0.13820224719101123, 146.0, 269.0
3635, LRN1027_830, 185, 34000, 35840, 33992, 35842, 160.734, 108.767, 429.436, 352.883, 12100, 3100, I, DH8A, CLT, DEP, LYH, 0, 160.62, 109.115, 429.199, 353.231, 12099, 3221, 35310, 34530, 12100, n/a, ZDC, 34640, 34020, 3100, 12100, 34000.0, 34530.0, 530.0, 0.01509433962264151, 105.0, 113.0
3637, LRN1030_657, 336, 60080, 63430, 60078, 63439, 469.742, 351.875, 662.5, 562.7, 16000, 250, I, DH8A, PHL, OVR, HVN, 0, 469.582, 351.967, 662.009, 562.808, 16000, 361, -1, 60590, 16000, n/a, ZBW, 0, 60080, 5333, 16000, 60080.0, 60570.0, 490.0, 0.07551020408163266, 187.0, 150.0
3639, LRN1036_451, 248, 39730, 42200, 39725, 42202, 262.81, 141.516, 296.282, 252, 16100, 2930, I, DH8C, CLT, DEP, EWN, 0, 262.493, 141.992, 295.87, 252.15, 16092, 3207, 41670, 40400, 16000, n/a, ZDC, 40990, 39820, 2930, 16000, 39730.0, 40380.0, 650.0, 0.016923076923076923, 167.0, 156.0
3640, LRN1039_065, 173, 40390, 42110, 40384, 42115, 159.308, 99.65, 424.97, 345.408, 12000, 4538, I, DH8C, CLT, DEP, LYH, 0, 159.162, 100.038, 424.603, 345.794, 12000, 4724, 41710, 40790, 12000, n/a, ZDC, 40920, 40510, 4538, 12000, 40390.0, 40770.0, 380.0, 0.034210526315789476, 164.0, 151.0
3642, LRN1047_530, 407, 5170, 9230, 5168, 9234, 347.435, 198.822, 584.753, 476.7, 20000, 600, I, DH8A, CHO, ARR, PHL, 0, 347.076, 199.022, 584.644, 476.877, 20000, 609, -1, 6120, 20000, n/a, ZNY, 6660, 5970, 2833, 9000, 5170.0, 5470.0, 300.0, 0.016666666666666666, 143.0, 148.0
3645, LRN1055_185, 207, 83900, 85960, 83895, 85962, 308.7, 272.447, 523.4, 402.862, 10000, 200, I, DH8A, ORF, INR, DCA, 0, 308.598, 272.883, 523.373, 403.209, 10000, 201, 84840, 84330, 10000, n/a, n/a, 0, 0, 3325, 8000, 83900.0, 84160.0, 260.0, 0.16153846153846155, 163.0, 205.0
3646, LRN1057_03W, 270, 67030, 69720, 67024, 69725, 259.371, 135.55, 290.017, 251.8, 16000, 3438, I, DH8A, CLT, DEP, EWN, 0, 259.089, 135.966, 289.767, 251.987, 16000, 3634, 69100, 67860, 16000, n/a, ZDC, 68510, 67070, 3438, 16000, 67030.0, 67840.0, 810.0, 0.01728395061728395, 156.0, 142.0
3647, LRN1059_017, 284, 54750, 57580, 54750, 57588, 198.7, 99.908, 482.6, 344.608, 16000, 3600, I, DH8C, CLT, DEP, CHO, 0, 198.425, 100.212, 482.225, 344.946, 16000, 3800, 57200, 55410, 16000, n/a, ZDC, 56390, 54870, 3600, 11100, 54750.0, 55160.0, 410.0, 0.08780487804878048, 156.0, 192.0
3648, LRN1059_67V, 320, 48850, 52040, 48849, 52048, 199.967, 74.846, 480.767, 308.8, 11000, 600, I, DH8C, CHO, ARR, CLT, 0, 199.818, 75.329, 480.474, 308.905, 11000, 604, 51450, 49340, 9000, n/a, ZDC, 51320, 50200, 2915, 9000, 48850.0, 49330.0, 480.0, 0.23333333333333334, 162.0, 274.0
3649, LRN1065_43Y, 332, 57190, 60500, 57190, 60502, 371.9, 289.8, 581.154, 419.2, 12983, 130, I, DH8A, PHL, DEP, PHF, 0, 371.674, 290.033, 580.893, 419.617, 12910, 248, 58520, 57750, 13000, n/a, ZDC, 59090, 57490, 2300, 12983, 57190.0, 57740.0, 550.0, 0.10363636363636364, 154.0, 211.0
3650, LRN1065_545, 289, 49330, 52210, 49322, 52210, 349.139, 291.6, 577.396, 417.2, 14000, 300, I, DH8A, PHF, ARR, PHL, 0, 349.078, 291.992, 577.074, 417.45, 14000, 300, 51450, 50130, 14000, n/a, ZDC, 51220, 49500, 2623, 8992, 49330.0, 49670.0, 340.0, 0.12941176470588237, 151.0, 195.0
3651, LRN1070_06N, 150, 65120, 66610, 65120, 66614, 122.8, 94.423, 429.1, 338.485, 10400, 4000, I, DH8C, CLT, DEP, ROA, 0, 122.75, 94.697, 428.617, 338.929, 10275, 4242, 66310, 66200, 10325, n/a, n/a, 0, 0, 4000, 10100, 65120.0, 65410.0, 290.0, 0.10344827586206896, 170.0, 200.0
3652, LRN1071_762, 283, 39890, 42710, 39886, 42712, 198.538, 100.983, 477.046, 345.783, 14000, 2361, I, DH8C, CLT, DEP, CHO, 0, 198.424, 101.37, 476.7, 346.171, 14000, 2487, 42300, 40520, 14000, n/a, ZDC, 41500, 40020, 2361, 14000, 39890.0, 40500.0, 610.0, 0.001639344262295082, 141.0, 142.0
3654, LRN1076_689, 282, 65460, 68270, 65456, 68270, 349.469, 291.7, 577.047, 417.2, 14000, 300, I, DH8A, PHF, ARR, PHL, 0, 349.4, 292.092, 576.686, 417.45, 14000, 300, 67530, 66120, 14000, n/a, ZDC, 67330, 65720, 3361, 9000, 65460.0, 65720.0, 260.0, 0.17307692307692307, 144.0, 189.0
3655, LRN1078_765, 292, 34290, 37200, 34282, 37208, 363.6, 293.298, 581.034, 418.198, 17000, 166, I, DH8A, PHL, DEP, PHF, 0, 363.546, 293.476, 580.849, 418.381, 16948, 260, -1, 35300, 17000, n/a, ZDC, 36030, 34720, 1300, 16000, 34290.0, 35190.0, 900.0, 0.10333333333333333, 127.0, 220.0
3656, LRN1088_873, 316, 35530, 38680, 35527, 38685, 359.167, 199.7, 580.976, 466.2, 11000, 241, I, DH8A, PHL, DEP, CHO, 0, 358.929, 200.105, 580.737, 466.259, 11000, 325, 37730, 35970, 11000, n/a, ZDC, 37660, 37090, 4125, 10900, 35530.0, 35940.0, 410.0, 0.3121951219512195, 158.0, 286.0
3657, LRN1089_810, 330, 43640, 46930, 43634, 46933, 349.254, 300.731, 576.769, 399.3, 12000, 100, I, DH8A, ORF, ARR, PHL, 0, 349.191, 301.032, 576.451, 399.461, 12000, 100, 46220, 44400, 12000, n/a, ZDC, 45680, 43880, 3392, 9000, 43640.0, 43910.0, 270.0, 0.1962962962962963, 141.0, 194.0
3658, LRN1093_481, 330, 58040, 61330, 58037, 61336, 472.953, 351.792, 644.277, 562.515, 12000, 146, I, DH8A, PHL, OVR, ISP, 0, 472.638, 351.89, 644.135, 562.642, 12000, 244, -1, 58630, 12000, n/a, ZBW, 0, 58040, 4775, 10000, 58040.0, 58270.0, 230.0, 0.22608695652173913, 145.0, 197.0
3659, LRN1095_408, 219, 82570, 84750, 82563, 84754, 234.133, 74.947, 310.875, 276.7, 13000, 1000, I, DH8A, OAJ, ARR, CLT, 0, 233.738, 75.325, 310.806, 276.81, 13000, 1004, -1, 83220, 13000, n/a, ZDC, 84060, 82840, 2516, 13000, 82570.0, 83200.0, 630.0, 0.1253968253968254, 175.0, 254.0
3660, LRN1095_790, 212, 140, 2250, 140, 2256, 232.5, 135.67, 278.1, 248.4, 16000, 3000, I, DH8A, CLT, DEP, OAJ, 0, 232.192, 136.125, 277.875, 248.406, 16000, 3300, 1590, 840, 16000, n/a, ZDC, 1060, 180, 3000, 16000, 140.0, 820.0, 680.0, 0.026470588235294117, 134.0, 152.0
3665, LRN1201_265, 238, 42850, 45220, 42850, 45227, 224.475, 76.9, 310.166, 246.933, 13000, 300, I, DH8A, ILM, ARR, CLT, 0, 224.342, 77.425, 310.102, 247.193, 13000, 307, 44230, 43570, 13000, n/a, ZDC, 44300, 43040, 3400, 13000, 42850.0, 43550.0, 700.0, 0.12142857142857143, 166.0, 251.0
3666, LRN1201_426, 124, 48490, 49720, 48489, 49721, 217.258, 159.367, 249.7, 248.2, 12000, 2216, I, DH8A, CLT, DEP, ILM, 0, 216.856, 160.008, 249.673, 248.2, 12000, 2377, -1, 49250, 12000, n/a, ZDC, 48510, 48490, 2216, 12000, 48490.0, 49240.0, 750.0, 0.0, 151.0, 151.0
3669, LRN1209_200, 319, 39390, 42570, 39390, 42576, 467.246, 351.892, 656.2, 562.5, 16200, 292, I, DH8A, PHL, OVR, HVN, 0, 467.053, 352.008, 655.808, 562.692, 16199, 425, 40910, 39810, 16100, n/a, ZDC, 0, 39390, 7400, 16100, 39390.0, 39800.0, 410.0, 0.012195121951219513, 159.0, 154.0
3670, LRN1212_24T, 145, 68410, 69850, 68406, 69850, 173.3, 77.614, 310.669, 290.1, 9100, 400, I, DH8C, FAY, ARR, CLT, 0, 173.042, 78.076, 310.609, 290.233, 9100, 400, 69300, 68800, 9000, n/a, n/a, 0, 0, 3361, 8800, 68410.0, 68750.0, 340.0, 0.12058823529411765, 178.0, 219.0
3671, LRN1212_615, 158, 72260, 73950, 72252, 73958, 167.731, 89.831, 288.539, 274.208, 10000, 3423, I, DH8C, CLT, DEP, FAY, 0, 167.469, 90.207, 288.478, 274.403, 10000, 3598, 73210, 72660, 10000, n/a, n/a, 0, 0, 3423, 10000, 72260.0, 72660.0, 400.0, 0.0025, 144.0, 145.0
3672, LRN1214_618, 314, 38520, 41650, 38512, 41654, 269.869, 64.727, 518.634, 496.4, 17100, 666, I, DH8A, DCA, ARR, CRW, 0, 269.632, 65.102, 518.278, 496.509, 17078, 777, 40390, 39140, 17000, n/a, ZID, 40060, 38910, 7984, 17000, 38520.0, 39120.0, 600.0, 0.13333333333333333, 199.0, 279.0
3673, LRN1217_189, 259, 52510, 55090, 52509, 55098, 163.167, 75.442, 434.9, 309.9, 9000, 1000, I, DH8C, LYH, ARR, CLT, 0, 162.884, 75.87, 434.763, 310.029, 9000, 1008, 54500, 52840, 9000, n/a, ZDC, 54350, 53700, 3625, 8900, 52510.0, 52810.0, 300.0, 0.16, 178.0, 226.0
3674, LRN1223_426, 149, 51140, 52620, 51140, 52621, 173.083, 77.4, 310.8, 287.7, 9000, 200, I, DH8C, FAY, ARR, CLT, 0, 172.896, 77.85, 310.742, 287.76, 9000, 200, 52050, 51530, 9000, n/a, n/a, 0, 0, 4100, 9000, 51140.0, 51520.0, 380.0, 0.22631578947368422, 171.0, 257.0
3675, LRN1223_91C, 159, 55280, 57000, 55273, 57003, 169.285, 84.325, 293.246, 274.277, 10000, 3507, I, DH8C, CLT, DEP, FAY, 0, 168.935, 85.009, 293.098, 274.535, 10000, 3663, 56240, 55680, 10000, n/a, n/a, 0, 0, 3507, 10000, 55280.0, 55660.0, 380.0, 0.05789473684210526, 162.0, 140.0
3676, LRN1224_314, 372, 63190, 66900, 63190, 66900, 372.183, 300.4, 583.1, 399.8, 15000, 100, I, DH8A, PHL, DEP, ORF, 0, 371.859, 300.456, 582.817, 400.025, 15000, 100, 65320, 63990, 15000, n/a, ZDC, 65360, 63800, 3400, 15000, 63190.0, 63980.0, 790.0, 0.039240506329113925, 147.0, 178.0
3677, LRN1224_671, 317, 57370, 60530, 57364, 60539, 349.2, 305.825, 578.672, 403.425, 14000, 300, I, DH8A, ORF, ARR, PHL, 0, 349.165, 305.968, 578.37, 403.646, 13952, 305, 59630, 58390, 14000, n/a, ZDC, 59440, 57770, 2346, 9000, 57370.0, 57780.0, 410.0, 0.09268292682926829, 130.0, 168.0
3678, LRN1228_580, 284, 83540, 86370, 83534, 86373, 349.101, 291.448, 578.106, 417.136, 16000, 200, I, DH8A, PHF, ARR, PHL, 0, 349.042, 291.8, 577.669, 417.372, 15998, 200, 85670, 84750, 16000, n/a, ZDC, 85450, 83660, 2400, 9000, 83540.0, 83860.0, 320.0, 0.146875, 148.0, 195.0
3679, LRN1230_088, 502, 63790, 68800, 63788, 68804, 347.334, 124.932, 584.5, 430.5, 19000, 1100, I, DH8A, ROA, ARR, PHL, 0, 346.996, 125.034, 584.431, 430.62, 19000, 1151, -1, 64740, 19000, n/a, ZNY, 67950, 65240, 3250, 7000, 63790.0, 63970.0, 180.0, 0.1111111111111111, 129.0, 149.0
3680, LRN1230_329, 448, 70790, 75260, 70783, 75265, 359.309, 129.423, 580.985, 427.85, 15000, 176, I, DH8A, PHL, DEP, ROA, 0, 359.059, 129.772, 580.777, 428.009, 15000, 302, 74230, 71470, 15000, n/a, ZDC, 72750, 70870, 4407, 11700, 70790.0, 71170.0, 380.0, 0.1368421052631579, 172.0, 224.0
3682, LRN1233_870, 387, 980, 5240, 973, 5242, 262.685, 73.45, 521.7, 498.6, 14066, 2861, I, DH8A, CRW, DEP, DCA, 0, 262.416, 74.04, 521.594, 498.628, 14003, 3015, 4850, 1700, 13000, n/a, ZDC, 4480, 1110, 2861, 12000, 980.0, 1530.0, 550.0, 0.007272727272727273, 133.0, 129.0
3683, LRN1234_190, 193, 2120, 4040, 2119, 4048, 161.092, 106.647, 431.567, 351.808, 14000, 4725, I, DH8A, CLT, DEP, LYH, 0, 161.037, 106.905, 431.217, 352.043, 14000, 4941, 3750, 2510, 12000, n/a, ZDC, 2850, 2270, 4725, 10000, 2120.0, 2360.0, 240.0, 0.004166666666666667, 127.0, 126.0
3684, LRN1236_699, 313, 79110, 82230, 79102, 82239, 271.5, 61.098, 518.825, 495.65, 17100, 769, I, DH8A, DCA, ARR, CRW, 0, 271.464, 61.402, 518.574, 495.824, 17100, 895, -1, 79480, 15000, n/a, ZID, 80690, 79470, 8233, 15000, 79110.0, 79470.0, 360.0, 0.12222222222222222, 183.0, 227.0
3686, LRN1237_717, 306, 49780, 52830, 49771, 52833, 362.623, 253.025, 581.2, 442.399, 11069, 150, I, DH8A, PHL, DEP, RIC, 0, 362.364, 253.301, 580.943, 442.768, 11028, 269, 50910, 50290, 11000, n/a, ZDC, 51480, 51030, 1550, 9000, 49780.0, 50100.0, 320.0, 0.128125, 137.0, 178.0
3689, LRN1245_243, 351, 81010, 84510, 81006, 84517, 199.883, 62, 480.667, 310.9, 14000, 600, I, DH8C, CHO, ARR, CLT, 0, 199.759, 62.206, 480.37, 310.936, 14000, 604, -1, 81610, 14000, n/a, ZTL, 83670, 82450, 3561, 7900, 81010.0, 81220.0, 210.0, 0.1761904761904762, 142.0, 179.0
3690, LRN1245_446, 301, 1620, 4620, 1620, 4620, 200.7, 96.7, 482.942, 341.4, 16000, 1500, I, DH8C, CLT, DEP, CHO, 0, 200.408, 97.142, 482.644, 341.892, 16000, 1667, 4160, 2420, 16000, n/a, ZDC, 3410, 1710, 1500, 15800, 1620.0, 2370.0, 750.0, 0.058666666666666666, 130.0, 174.0
3691, LRN1246_877, 260, 80860, 83450, 80857, 83459, 260.397, 129.815, 289.123, 250.7, 16000, 2650, I, DH8C, CLT, DEP, EWN, 0, 260.05, 130.362, 288.904, 250.933, 16000, 2840, 82830, 81560, 16000, n/a, ZDC, 82260, 80910, 2650, 16000, 80860.0, 81550.0, 690.0, 0.02753623188405797, 163.0, 144.0
3694, LRN1252_567, 313, 80530, 83650, 80521, 83658, 249.367, 97.585, 344.067, 327.101, 12000, 2225, I, DH8C, CLT, DEP, PGV, 0, 249.281, 97.815, 343.985, 327.435, 12000, 2339, 83260, 81080, 12000, n/a, ZDC, 80990, 80530, 2225, 12000, 80530.0, 81060.0, 530.0, 0.08490566037735849, 159.0, 114.0
3696, LRN1265_815, 341, 63920, 67320, 63912, 67323, 347.295, 199, 584.375, 477.132, 20000, 600, I, DH8A, CHO, ARR, PHL, 0, 347.005, 199.125, 584.311, 477.247, 20000, 643, 65930, 65400, 20000, n/a, ZNY, 65460, 65160, 3184, 9000, 63920.0, 64190.0, 270.0, 0.03333333333333333, 138.0, 147.0
3697, LRN1269_965, 503, 62260, 67280, 62256, 67286, 360.683, 60.743, 580.962, 468.6, 19000, 246, I, DH8A, PHL, OVR, CRW, 0, 360.433, 61.282, 580.728, 468.692, 19000, 326, -1, 63080, 19000, n/a, ZID, 65900, 62410, 8184, 19000, 62260.0, 63070.0, 810.0, 0.13333333333333333, 165.0, 273.0
3698, LRN1270_588, 158, 44240, 45810, 44231, 45812, 120.7, 92.55, 430.161, 336.283, 10000, 5038, I, DH8C, CLT, DEP, ROA, 0, 120.564, 92.848, 429.975, 336.669, 9998, 5159, 45330, 44600, 10000, n/a, n/a, 0, 0, 5038, 10000, 44240.0, 44580.0, 340.0, 0.17647058823529413, 143.0, 203.0
3699, LRN1275_507, 507, 70810, 75870, 70808, 75876, 348.538, 79.05, 586.8, 506.85, 20000, 2830, I, DH8A, CRW, OVR, PHL, 0, 348.201, 79.614, 586.633, 506.962, 20000, 3024, 75560, 72160, 20000, n/a, ZNY, 75020, 72440, 2830, 6000, 70810.0, 70970.0, 160.0, 0.1625, 125.0, 151.0
3700, LRN1279_68F, 391, 47350, 51250, 47343, 51252, 262.192, 74.233, 518.831, 491.217, 16000, 4915, I, DH8A, CRW, DEP, DCA, 0, 262.018, 74.818, 518.564, 491.361, 16000, 5085, -1, 48200, 16000, n/a, ZDC, 50350, 48020, 4915, 8100, 47350.0, 47520.0, 170.0, 0.2823529411764706, 139.0, 187.0
3701, LRN1280_38F, 348, 73150, 76620, 73149, 76624, 199.968, 60.808, 480.92, 313.433, 14000, 600, I, DH8C, CHO, ARR, CLT, 0, 199.814, 61.122, 480.562, 313.818, 14000, 601, 75990, 73780, 14000, n/a, ZTL, 75720, 74510, 3016, 14000, 73150.0, 73760.0, 610.0, 0.001639344262295082, 159.0, 158.0
3702, LRN1280_52N, 279, 78960, 81740, 78952, 81741, 200.861, 103.838, 484.1, 349.631, 16000, 1846, I, DH8C, CLT, DEP, CHO, 0, 200.637, 104.231, 483.839, 349.989, 16000, 1982, 81270, 79820, 16000, n/a, ZDC, 80540, 79120, 1846, 14000, 78960.0, 79540.0, 580.0, 0.09482758620689655, 135.0, 190.0
3708, LRN1286_74P, 193, 68170, 70090, 68170, 70099, 159.6, 94.175, 426.2, 338.375, 12000, 4100, I, DH8C, CLT, DEP, LYH, 0, 159.408, 94.396, 425.808, 338.695, 12000, 4192, 69460, 68680, 12000, n/a, ZDC, 68900, 68340, 4100, 12000, 68170.0, 68660.0, 490.0, 0.018367346938775512, 156.0, 165.0
3709, LRN1291_429, 338, 71140, 74510, 71132, 74518, 471.654, 351.833, 660.955, 562.747, 16000, 166, I, DH8A, PHL, OVR, HVN, 0, 471.398, 351.9, 660.853, 562.911, 16000, 242, -1, 71800, 16000, n/a, ZBW, 0, 71140, 4284, 11000, 71140.0, 71440.0, 300.0, 0.09666666666666666, 158.0, 187.0
3715, LRN1299_687, 521, 56820, 62020, 56816, 62020, 334.84, 100.5, 483.65, 342, 16069, 5092, I, DH8C, CLT, DEP, SBY, 0, 334.675, 101.008, 483.275, 342.192, 16028, 5276, 60560, 57460, 16000, n/a, ZDC, 60820, 56820, 5092, 16000, 56820.0, 57440.0, 620.0, 0.0532258064516129, 166.0, 199.0
3716, LRN1511_558, 281, 74420, 77220, 74418, 77222, 162.967, 60.662, 434.4, 314.462, 15000, 900, I, DH8C, LYH, ARR, CLT, 0, 162.749, 60.893, 434.16, 314.811, 15000, 902, 76290, 75110, 14000, n/a, ZTL, 76440, 75920, 3630, 13900, 74420.0, 75100.0, 680.0, 0.013235294117647059, 150.0, 141.0
3717, LRN1511_606, 176, 79900, 81650, 79899, 81654, 160.183, 97.154, 427.758, 342.485, 12000, 3516, I, DH8C, CLT, DEP, LYH, 0, 160.013, 97.498, 427.357, 342.903, 12000, 3686, 81080, 80390, 12000, n/a, ZDC, 80450, 79900, 3516, 12000, 79900.0, 80380.0, 480.0, 0.05416666666666667, 154.0, 180.0
3718, LRN1518_210, 562, 3430, 9040, 3425, 9048, 347.548, 125.198, 586.654, 433.932, 20000, 1200, I, DH8A, ROA, ARR, PHL, 0, 347.252, 125.497, 586.463, 434.16, 20000, 1307, 8200, 4590, 20000, n/a, ZNY, 8160, 4290, 3315, 9000, 3430.0, 3690.0, 260.0, 0.023076923076923078, 132.0, 138.0
3719, LRN1532_00A, 184, 49080, 50910, 49074, 50916, 234.69, 146.484, 282.495, 248.7, 16100, 2100, I, DH8C, CLT, DEP, OAJ, 0, 234.344, 146.842, 282.371, 248.776, 16078, 2259, 50600, 50250, 16000, n/a, ZDC, 49720, 49080, 2100, 16000, 49080.0, 50240.0, 1160.0, 0.03103448275862069, 152.0, 188.0
3720, LRN1532_931, 218, 44660, 46830, 44655, 46833, 233.638, 75.307, 310.6, 276.9, 13000, 1300, I, DH8C, OAJ, ARR, CLT, 0, 233.078, 75.696, 310.556, 276.909, 13000, 1301, 46070, 45210, 13000, n/a, ZDC, 46120, 45030, 3083, 13000, 44660.0, 45190.0, 530.0, 0.1792452830188679, 164.0, 259.0
3721, LRN1538_50Y, 153, 49530, 51050, 49521, 51053, 122.6, 93.146, 427.286, 338.062, 10100, 5507, I, DH8A, CLT, DEP, ROA, 0, 122.578, 93.418, 426.875, 338.494, 10037, 5747, 50570, 49750, 10000, n/a, n/a, 0, 0, 5507, 10000, 49530.0, 49740.0, 210.0, 0.19523809523809524, 153.0, 194.0
3722, LRN1538_72N, 269, 43100, 45780, 43098, 45787, 131, 76.593, 434.755, 308.9, 11000, 1133, I, DH8A, ROA, ARR, CLT, 0, 130.956, 77.119, 434.59, 308.913, 11000, 1204, 45020, 43480, 9000, n/a, n/a, 0, 0, 3530, 9000, 43100.0, 43460.0, 360.0, 0.125, 176.0, 221.0
3723, LRN1560_797, 148, 36080, 37550, 36073, 37552, 122.6, 96.861, 428.65, 341.876, 10000, 4533, I, DH8C, CLT, DEP, ROA, 0, 122.555, 97.198, 428.279, 342.294, 10000, 4743, 37210, 36320, 10000, n/a, n/a, 0, 0, 4533, 10000, 36080.0, 36300.0, 220.0, 0.013636363636363636, 168.0, 171.0
3725, LRN1568_172, 234, 61220, 63550, 61211, 63551, 258.408, 75.65, 310.425, 283.8, 13000, 2300, I, DH8A, EWN, ARR, CLT, 0, 257.518, 75.944, 310.374, 283.875, 13000, 2302, -1, 61890, 13000, n/a, ZDC, 62850, 61500, 3125, 6900, 61220.0, 61400.0, 180.0, 0.17222222222222222, 156.0, 187.0
3446, JXG9821_234, 283, 77300, 80120, 77296, 80123, 243.945, 17.375, 525.707, 394.025, 28000, 2492, L, E145, TYS, DEP, IAD, 0, 243.565, 18.222, 525.377, 394.366, 28000, 2758, 80050, 78330, 28000, n/a, ZDC, 79040, 77700, 2492, 11783, 77300.0, 77560.0, 260.0, 0.3230769230769231, 201.0, 285.0
3448, JXG9825_634, 61, 85790, 86390, 85787, 86397, 132.408, 71.858, 326.108, 313.313, 18025, 3469, L, E145, IAD, ARR, CLT, 0, 131.468, 72.438, 325.833, 313.514, 17858, 3736, -1, 86390, 18025, n/a, ZTL, 86390, 86040, 3469, 18025, 85790.0, 86390.0, 600.0, 0.33166666666666667, 236.0, 435.0
